location,number_of_bedroom,access_to_school,access_to_hospital,access_to_market,total_sqft,SalePrice
Phường 5 Quận Gò Vấp,5,0,1,1,374.8,8060.6016
Phường 10 Quận Gò Vấp,20,1,0,1,491,19163.72
Phường Tân Định Quận 1,3,0,0,0,335.4,34571.25525
Phường 10 Quận Phú Nhuận,5,0,0,0,320,18673.2
Phường 13 Quận Phú Nhuận,6,1,0,1,72,15497.625
Phường Hiệp Bình Chánh Thành phố Thủ Đức,5,1,0,1,346.4,15327.48
Phường 5 Quận Phú Nhuận,3,0,0,0,172.5,9623.25
Phường 13 Quận Phú Nhuận,1,0,0,0,346.5,21303.6265
Phường 8 Quận Gò Vấp,4,1,0,1,183.9,7645.2
Phường 3 Quận 11,4,0,0,0,386.7,14369.08
Phường 11 Quận 3,3,1,0,1,378.4,27552.42
Phường 16 Quận Gò Vấp,5,1,0,1,279.3,11778.6
Phường 10 Quận Tân Bình,44,0,0,0,735.7,23885.6415
Phường 26 Quận Bình Thạnh,6,0,0,0,308.2,11820.468
Phường 9 Quận Gò Vấp,6,1,0,1,481.1,16402.32
Phường Linh Trung Thành phố Thủ Đức,22,1,0,1,69.1,6778.71
Phường 11 Quận Tân Bình,5,1,0,1,293.5,16389.75
Phường 13 Quận Bình Thạnh,19,0,0,0,427,15951
Phường 14 Quận Gò Vấp,5,1,0,1,242.1,11560.31696
Phường 5 Quận 10,18,0,0,0,345,29731.6584
Phường Linh Đông Thành phố Thủ Đức,7,1,0,1,278.1,20065.0716
Phường 1 Quận 11,15,0,0,1,469.1,18835.1163
Phường 16 Quận Gò Vấp,5,1,0,1,276.6,11808
Phường Bình Trị Đông Quận Bình Tân,5,1,1,1,213.8,5589
Phường Hiệp Bình Chánh Thành phố Thủ Đức,6,1,0,1,383.5,18502.2
Phường 10 Quận Tân Bình,4,1,0,1,226.4,8743.8
Phường Tân Phong Quận 7,6,1,0,1,358.2,23998.2
Phường Tân Phong Quận 7,4,1,1,1,381,24997.2
Phường 8 Quận Phú Nhuận,4,0,1,1,52.4,11775
Phường 3 Quận Phú Nhuận,3,1,0,1,55.8,9588.15
Phường 15 Quận Phú Nhuận,3,0,0,0,143.9,9036
Phường 10 Quận 3,3,1,1,1,262.4,18618.6
Phường Bến Nghé Quận 1,5,1,1,1,154.8,26368.5555
Phường 5 Quận 11,14,1,1,1,368.2,11790.7665
Phường 14 Quận 10,12,0,0,0,375.2,30931.104
Phường 6 Quận Bình Thạnh,4,0,0,0,153.5,7157.88
Phường 5 Quận 11,9,0,0,0,354.8,16166.34
Phường Tân Quy Quận 7,8,0,0,0,342.6,17932.2
Phường 8 Quận Tân Bình,4,1,0,1,293,7118.42688
Phường 8 Quận Phú Nhuận,4,0,0,0,208,10199.84
Phường 5 Quận 3,6,1,0,1,303.4,40730.99238
Phường 1 Quận Tân Bình,13,1,0,1,393.5,19985.16
Phường 7 Quận Gò Vấp,12,0,0,1,468.7,22254.9525
Phường 11 Quận Bình Thạnh,19,1,0,1,550.8,19444.7
Phường 11 Quận Phú Nhuận,8,0,0,0,316.2,13244
Phường 3 Quận Gò Vấp,5,0,0,0,237.2,14874.912
Phường 6 Quận Gò Vấp,4,0,1,1,209.4,5757.2844
Phường Linh Đông Thành phố Thủ Đức,4,1,0,1,190.7,7698.24
Phường 2 Quận Tân Bình,6,1,0,1,358.6,20466.432
Phường 13 Quận 3,18,0,1,1,554.8,22840.38
Phường Nguyễn Cư Trinh Quận 1,17,1,0,1,286.6,16641.98442
Phường 2 Quận 5,5,0,0,0,339,16226.55
Phường 14 Quận Phú Nhuận,13,0,0,0,349,14846.4708
Phường Hòa Thạnh Quận Tân Phú,10,1,0,1,318.6,9464.2736
Phường 19 Quận Bình Thạnh,7,0,0,0,306.9,14522.4134
Phường Bình Trị Đông B Quận Bình Tân,5,1,1,1,223.1,6302.4
Phường 7 Quận Tân Bình,5,1,0,1,655.2,21741.72
Phường 13 Quận 10,9,0,0,0,739.7,58524.024
Phường 21 Quận Bình Thạnh,3,0,0,0,415.5,21147.759
Phường Cầu Kho Quận 1,8,0,0,1,106,5488.25355
Phường 4 Quận Phú Nhuận,3,1,0,1,234.2,13080.429
Phường 12 Quận 10,4,0,0,0,311.8,33773.832
Phường Bình Trị Đông A Quận Bình Tân,9,1,1,1,318.3,6771.2844
Phường Bình Trưng Đông Quận 2,3,1,1,1,249.2,7771.86891
Phường 9 Quận Tân Bình,16,0,0,0,433.4,17792.5539
Phường 9 Quận Tân Bình,13,1,0,1,433.4,18229.3991
Phường Bình Hưng Hòa B Quận Bình Tân,5,1,0,1,255.4,6421.5087
Phường Bình Trị Đông A Quận Bình Tân,4,1,1,1,258.5,5381.25
Phường Thạnh Lộc Quận 12,14,1,0,1,363.4,8500
Phường Bình Hưng Hòa Quận Bình Tân,10,1,1,1,364.9,6136
Phường 12 Quận Gò Vấp,19,1,0,1,497.2,15076.6
Phường Tây Thạnh Quận Tân Phú,4,1,0,1,400,12000
Phường Cát Lái Quận 2,5,1,1,1,163.6,6303.8
Phường Tây Thạnh Quận Tân Phú,10,1,0,1,460,12397.5
Phường Bình Trị Đông B Quận Bình Tân,6,1,0,1,239.2,11000
Phường Tây Thạnh Quận Tân Phú,13,1,0,1,442.2,9474.875
Phường Tây Thạnh Quận Tân Phú,5,1,0,1,442.6,11258.5
Phường Tân Sơn Nhì Quận Tân Phú,4,0,0,0,25.7,3173.95
Phường 15 Quận Tân Bình,5,1,0,1,298.5,10534.2
Phường 15 Quận Tân Bình,4,1,1,1,288.6,20496.84
Phường 16 Quận Gò Vấp,4,1,0,0,204.4,7402.3
Phường 8 Quận Gò Vấp,4,1,0,1,137,5700
Phường 6 Quận Gò Vấp,4,1,0,1,254.7,9811.72
Phường 6 Quận Gò Vấp,4,1,0,1,254.7,10514.84
Phường Phú Mỹ Quận 7,4,1,0,1,250.4,7302
Phường Phú Mỹ Quận 7,5,1,1,1,300,7902
Phường 5 Quận Gò Vấp,5,0,0,0,227.6,7302.4
Phường 7 Quận Gò Vấp,5,0,0,0,381,21496.92
Phường 5 Quận 11,10,1,1,1,372.9,11021.45
Phường An Phú Quận 2,5,0,0,1,320,20000
Phường An Phú Quận 2,3,1,0,1,334.9,17000
Phường Tân Thuận Đông Quận 7,4,0,0,1,547.9,15000
Phường 8 Quận Phú Nhuận,5,0,0,0,312.5,15395.625
Phường 8 Quận Phú Nhuận,4,0,0,0,243.6,15867.5
Phường 8 Quận Phú Nhuận,5,0,0,0,304.5,16860.15
Phường 4 Quận Phú Nhuận,5,0,0,0,305,15551.5
Phường 10 Quận Phú Nhuận,7,0,0,0,397,24995.52
Phường 3 Quận Phú Nhuận,5,0,0,0,208.7,11796.4
Phường Tân Phong Quận 7,30,1,1,1,625.3,26428.8
Phường Tân Hưng Quận 7,4,1,0,1,243.3,18000
Phường Tân Hưng Quận 7,5,1,1,1,310.5,15670.9
Phường 12 Quận 3,12,1,0,1,428.1,16768.125
Phường Bình Trị Đông Quận Bình Tân,5,1,1,1,233.1,34008.75816
Phường 4 Quận Tân Bình,7,0,0,0,608,33608.3175
Phường 9 Quận 8,6,0,0,0,192.1,12614.1532
Phường 5 Quận 4,9,1,0,1,250.6,9268.5285
Phường 11 Quận Gò Vấp,4,1,1,1,181.9,6442.2915
Phường 14 Quận Gò Vấp,4,0,0,0,140.7,4503.3984
Phường 16 Quận 11,9,0,0,0,235,8656.704
Phường 13 Quận Phú Nhuận,7,1,1,1,226.3,17658
Phường 3 Quận Bình Thạnh,7,0,0,1,184,8799.5712
Phường Bình An Quận 2,22,1,1,1,476.1,27353.32096
Phường 11 Quận Phú Nhuận,4,1,1,1,89.8,6427.605
Phường 8 Quận Phú Nhuận,9,0,0,0,287.7,19217.044
Xã Hóc Môn Huyện Hóc Môn,4,1,0,1,56.4,1981.9195
Phường Bình Hưng Hòa B Quận Bình Tân,5,1,0,1,257.8,6889.26
Phường 5 Quận Gò Vấp,4,0,0,0,201.7,7215.0499
Phường 5 Quận 11,3,1,0,1,101.4,4298.15
Phường 5 Quận Tân Bình,4,1,0,1,202.9,25048.65
Phường 4 Quận Gò Vấp,5,0,0,0,249.9,7027.3084
Phường 12 Quận Bình Thạnh,3,0,0,1,187.5,6786.13453
Phường 3 Quận Phú Nhuận,8,0,0,0,279.5,14728.9319
Phường 4 Quận Phú Nhuận,7,0,0,0,66.7,15251.18625
Phường Tây Thạnh Quận Tân Phú,8,1,0,1,208.9,5521.6917
Phường Hiệp Thành Quận 12,4,1,1,1,236,6087.90798
Phường 25 Quận Bình Thạnh,6,0,0,1,172.7,8226.4644
Phường Hiệp Thành Quận 12,3,1,0,1,71.7,6352.62
Phường 9 Quận Gò Vấp,4,1,0,1,196,5487.846
Phường 5 Quận Phú Nhuận,15,0,0,0,613.7,23043.24
Phường 4 Quận Gò Vấp,5,1,0,1,166.9,5810.0679
Phường Bến Thành Quận 1,3,1,1,1,75.8,6811.441
Phường Bình Trị Đông A Quận Bình Tân,5,1,0,1,275,7756.32
Phường Thới An Quận 12,4,0,0,1,275.7,5103
Phường Thạnh Xuân Quận 12,4,1,0,1,214.1,4757.76
Phường 12 Quận Gò Vấp,5,1,0,1,211.6,10061.2125
Phường Phú Thạnh Quận Tân Phú,6,1,1,1,285,8709.192
Phường Bình Trưng Tây Quận 2,4,0,1,1,244.4,8823.78
Phường Hòa Thạnh Quận Tân Phú,6,0,0,0,273.3,8181.675
Phường 13 Quận Tân Bình,2,0,0,0,47.8,4137.21
Phường 13 Quận Tân Bình,9,0,0,0,337.8,15580.5255
Phường 1 Quận Gò Vấp,3,0,0,1,227.3,8144.064
Phường 7 Quận Tân Bình,4,1,1,1,216.1,12080.25
Phường 5 Quận 10,8,0,0,0,494.5,29497.5
Phường Đa Kao Quận 1,5,1,0,1,352,18216.9
Phường An Lạc Quận Bình Tân,4,1,0,1,209.8,7895.8446
Phường Trung Mỹ Tây Quận 12,5,1,0,1,223.4,6039.095
Phường 13 Quận Tân Bình,9,1,1,1,270,20065.139
Phường 7 Quận 11,3,0,0,0,52.7,4038.642
Phường 26 Quận Bình Thạnh,7,0,0,0,231.4,12476.376
Phường 10 Quận 4,8,1,0,1,256.2,14926.01904
Phường 12 Quận Bình Thạnh,4,0,0,0,204.4,11191.1976
Phường 7 Quận 11,3,1,1,1,27.8,1897.764
Phường 15 Quận Phú Nhuận,4,0,1,1,218.5,15327.84
Phường 7 Quận 5,4,0,0,0,32.8,5204.2452
Phường Phú Thạnh Quận Tân Phú,3,1,0,1,139.9,15200.5
Phường 5 Quận Gò Vấp,8,0,0,0,294.8,13540.743
Phường 6 Quận 6,4,0,0,0,340,21006.36
Phường 14 Quận 10,5,0,0,0,146.5,13513.18
Phường 4 Quận 11,5,0,0,0,277.1,25924.829
Phường Thạnh Mỹ Lợi Quận 2,4,1,0,1,270.3,5700.7032
Phường 10 Quận 5,6,1,1,1,208.4,8662.095
Phường 25 Quận Bình Thạnh,4,0,0,1,152.1,10541.7
Phường 12 Quận Gò Vấp,5,1,0,1,250.7,7955.18334
Phường 16 Quận Gò Vấp,5,1,0,0,236.8,6375.9636
Phường 3 Quận Bình Thạnh,3,0,0,0,62.1,4798.512
Phường 14 Quận Gò Vấp,6,0,0,0,210.8,7102.0236
Phường Phước Long B Quận 9,5,1,0,1,220,8907.0366
Phường Bình Trị Đông Quận Bình Tân,5,1,1,1,315.6,14773.374
Phường 14 Quận Gò Vấp,4,1,0,1,171.5,7044.24
Phường Tân Quý Quận Tân Phú,2,1,0,1,458.1,19533.5952
Phường 10 Quận Gò Vấp,13,1,0,1,290.9,9655.6656
Phường 11 Quận Tân Bình,5,1,0,1,255.9,15900.99
Phường 14 Quận Phú Nhuận,3,0,0,0,193.2,9872.352
Phường 8 Quận Phú Nhuận,4,0,1,1,280,17825.808
Phường 2 Quận 5,3,1,1,1,231.4,18674.25
Phường 8 Quận 3,5,1,0,1,233.1,16627.968
Xã Tân Thới Nhì Huyện Hóc Môn,13,0,0,1,496.8,9933.15136
Phường 14 Quận 10,3,0,0,0,254.8,14136.5952
Phường 11 Quận Tân Bình,10,1,1,1,336.5,13444.34
Phường Phú Trung Quận Tân Phú,6,1,0,1,396.8,13381.15625
Phường 14 Quận 3,5,1,1,1,203.2,8579.046
Phường Tân Thành Quận Tân Phú,6,1,0,1,319.7,37271.6748
Phường Thạnh Xuân Quận 12,4,1,0,1,207.9,5196.20724
Phường Tân Thới Hiệp Quận 12,3,1,0,1,199,4227.6986
Phường Tây Thạnh Quận Tân Phú,12,1,0,1,353.5,7193.04
Phường 11 Quận Gò Vấp,4,1,0,1,196.7,6791.445
Phường 12 Quận 6,16,1,0,1,281.4,12495.4388
Phường 6 Quận Gò Vấp,5,1,0,1,306.6,10962.8834
Phường 10 Quận Gò Vấp,3,0,0,0,156.3,8005.25
Phường 1 Quận 6,4,0,0,1,317,19005.591
Phường Phú Trung Quận Tân Phú,5,1,0,1,230.3,7027.2524
Phường 15 Quận 11,6,0,0,0,375.9,22185.592
Phường 12 Quận Bình Thạnh,2,0,0,1,88,4140.4301
Phường 2 Quận Bình Thạnh,3,1,0,1,242.6,16848.3555
Phường Tân Kiểng Quận 7,6,1,0,1,315,23586.972
Phường Đa Kao Quận 1,3,1,1,1,126.5,5266.5525
Phường 11 Quận Phú Nhuận,9,0,0,0,247.5,10254.6108
Phường Tân Định Quận 1,5,1,0,1,128,9646.07094
Phường Hiệp Thành Quận 12,4,1,0,1,36.8,2966.08
Phường 14 Quận 11,5,1,1,1,207.8,7717.6946
Phường 6 Quận Gò Vấp,3,0,0,1,189,6853.4343
Phường 8 Quận Tân Bình,4,1,1,1,290.5,27464.0625
Phường 7 Quận Phú Nhuận,6,1,0,1,261.5,11085.1092
Phường Bình Trị Đông A Quận Bình Tân,6,1,1,1,416.9,11981.86836
Phường 10 Quận Gò Vấp,5,1,0,1,187.8,4644.71528
Phường 3 Quận Bình Thạnh,3,0,0,1,86.1,4976.43564
Phường 16 Quận 8,4,1,0,1,219.5,4271.46954
Phường 16 Quận 8,11,1,0,1,298,9965.18653
Phường 5 Quận Gò Vấp,4,1,1,1,236.1,8069.92992
Phường Hiệp Thành Quận 12,9,1,0,1,262.4,4825.5075
Phường Tân Thới Nhất Quận 12,8,1,0,1,244.4,18202.37508
Phường 16 Quận 8,6,1,0,1,268.4,9565.6704
Phường 15 Quận Tân Bình,4,1,1,1,251,9120.0936
Phường 21 Quận Bình Thạnh,8,0,0,0,247.3,10258.30032
Phường 14 Quận Gò Vấp,5,1,0,1,208.3,6071.52496
Phường 14 Quận Gò Vấp,6,1,0,1,242,11533.61413
Phường 16 Quận Gò Vấp,5,1,0,0,253.9,6036.80638
Phường 11 Quận Gò Vấp,4,0,0,0,192,7714.82296
Phường Hiệp Tân Quận Tân Phú,15,1,0,1,413.8,11940.5369
Phường 5 Quận Gò Vấp,4,1,1,1,184.4,10912.26864
Phường Hiệp Thành Quận 12,4,1,0,1,237,5013.392
Phường Hiệp Thành Quận 12,5,1,0,1,265.4,5118.768
Phường Hiệp Thành Quận 12,3,1,0,1,266,5180.224
Phường Hiệp Thành Quận 12,4,0,0,0,264.6,5218.96
Phường Hiệp Thành Quận 12,4,1,0,1,252.3,5519.9
Phường Bình Hưng Hòa B Quận Bình Tân,4,1,1,1,247.2,4548
Phường Thới An Quận 12,4,1,0,1,209.2,4732.56
Phường Thới An Quận 12,6,1,0,1,202.8,5600
Phường Thới An Quận 12,4,1,0,1,205.8,5620.8
Phường Thới An Quận 12,5,1,0,1,202.8,5700
Phường Thới An Quận 12,4,1,0,1,210.3,6346.208
Phường Tân Tạo Quận Bình Tân,6,0,0,0,228.1,8009.568
Phường 14 Quận Gò Vấp,5,0,0,0,255.8,9047.808
Phường 14 Quận Gò Vấp,3,1,0,1,228.6,6299.2
Phường 14 Quận Gò Vấp,8,0,0,0,246,5370.408
Phường 14 Quận Gò Vấp,8,1,0,1,246,5522.688
Phường 14 Quận Gò Vấp,5,1,0,0,207.4,6961.6
Phường 14 Quận Gò Vấp,6,1,0,1,234.3,7501.2
Phường 14 Quận Gò Vấp,5,1,1,1,259.5,7579.936
Phường 14 Quận Gò Vấp,4,0,0,0,234.3,7814.184
Phường 14 Quận Gò Vấp,4,1,0,1,221.6,8179.2
Phường Thạnh Xuân Quận 12,4,1,0,1,205.5,4947.1
Phường An Phú Đông Quận 12,5,1,0,1,241.6,5613.048
Phường Bình Hưng Hòa A Quận Bình Tân,37,1,1,1,606.9,8236.8
Phường Bình Hưng Hòa A Quận Bình Tân,4,1,0,1,241.3,7994
Phường 12 Quận Gò Vấp,6,1,0,1,287.4,8573.28
Phường 8 Quận Gò Vấp,5,1,0,1,275.6,7903.252
Phường Bình Trị Đông Quận Bình Tân,6,1,1,1,235,5448
Phường Bình Trị Đông Quận Bình Tân,4,1,1,1,234.7,7348.5
Phường Bình Trị Đông A Quận Bình Tân,6,1,1,1,246.6,7173.432
Phường 9 Quận Gò Vấp,4,1,0,1,245.5,7874.36
Phường 9 Quận Gò Vấp,5,1,0,1,205.5,9057.408
Phường 9 Quận Gò Vấp,10,1,1,1,311.9,9853.2
Phường Sơn Kỳ Quận Tân Phú,4,1,1,1,255.3,5480.52
Phường 15 Quận Tân Bình,4,0,0,0,281.3,7056
Phường 12 Quận Gò Vấp,4,1,0,1,175.1,5248.92
Phường 12 Quận Gò Vấp,6,1,0,1,250.3,7234.5
Phường 9 Quận Gò Vấp,6,0,0,0,241.1,7421.4
Phường 9 Quận Gò Vấp,6,0,0,0,241.1,7634.2
Phường 15 Quận Tân Bình,4,0,0,0,186.1,6128.496
Phường 15 Quận Tân Bình,4,0,0,0,233,8333.16
Phường Bình Hưng Hòa A Quận Bình Tân,4,1,1,1,269.3,7854
Phường Bình Hưng Hòa A Quận Bình Tân,15,1,0,1,373.6,19002.56
Phường 8 Quận Gò Vấp,4,1,0,1,181.4,6324
Phường An Lạc Quận Bình Tân,4,1,0,1,219.8,7649.46
Phường An Lạc Quận Bình Tân,4,1,0,1,219.8,7795.2
Phường 9 Quận Gò Vấp,10,1,0,1,373.6,10499.16
Phường 8 Quận Gò Vấp,4,1,0,1,284,16426.08
Phường Bình Hưng Hòa Quận Bình Tân,3,1,0,1,220.6,6589.32
Phường 15 Quận Tân Bình,6,1,0,1,282.5,12902.4
Phường 15 Quận Tân Bình,4,1,0,1,194.7,7325.312
Phường 15 Quận Tân Bình,4,1,0,1,195.8,7586.4
Phường 16 Quận Gò Vấp,5,1,1,1,251.8,9060.48
Phường 15 Quận Tân Bình,5,1,0,1,256,7899.012
Phường Hiệp Bình Phước Thành phố Thủ Đức,5,1,0,1,180.9,6278.576
Phường 16 Quận Gò Vấp,4,1,0,1,191,6648
Phường Tân Quý Quận Tân Phú,4,1,0,1,185.8,5800.2
Phường 15 Quận Gò Vấp,4,1,0,1,199.3,7768.656
Phường 14 Quận Gò Vấp,4,1,0,1,187.8,6510.336
Phường 14 Quận Gò Vấp,4,1,1,1,174.5,6655.488
Phường 6 Quận Gò Vấp,4,0,1,1,218.5,7201.6
Phường 6 Quận Gò Vấp,4,1,0,0,249.2,8185.152
Phường 6 Quận Gò Vấp,20,1,0,1,78,9289.8
Phường 6 Quận Gò Vấp,4,1,0,1,208.8,9424
Phường 10 Quận 6,5,0,0,0,252,8702.4
Phường Phú Thọ Hòa Quận Tân Phú,3,0,0,0,237,9478.96
Phường 11 Quận 6,5,1,1,1,450,16752
Phường 11 Quận 6,5,1,1,1,450,16752
Phường 11 Quận 6,11,1,0,1,326.3,22503.6
Phường Hiệp Tân Quận Tân Phú,3,1,0,1,148.2,5160.22
Phường Hiệp Tân Quận Tân Phú,17,1,0,1,316.5,11846.76
Phường Hiệp Tân Quận Tân Phú,6,1,0,0,388.4,12503.1
Phường Tân Thới Hòa Quận Tân Phú,3,1,0,1,210.7,6300
Phường 17 Quận Gò Vấp,6,1,0,1,240,8693.888
Phường 17 Quận Gò Vấp,4,0,0,1,258.2,8817.72
Phường 5 Quận Gò Vấp,5,0,0,0,217.9,7098
Phường Hiệp Bình Chánh Thành phố Thủ Đức,9,1,0,1,286,10005.36
Phường 5 Quận Gò Vấp,6,1,0,1,209.3,7432.808
Phường 5 Quận Gò Vấp,3,1,0,1,232.6,10019.84
Phường 5 Quận Gò Vấp,6,1,0,1,270.6,11255.656
Phường 5 Quận Gò Vấp,3,0,0,0,321.4,12797.46
Phường 5 Quận Gò Vấp,8,1,0,1,350,13652.184
Phường 5 Quận Gò Vấp,8,1,0,1,353.9,15002.4
Phường 12 Quận Tân Bình,6,0,0,0,223,11009
Phường Tân Phú Quận 7,8,0,0,0,448.4,23998.2
Phường 10 Quận 11,5,1,0,1,260.9,16342.6
Phường 10 Quận Tân Bình,5,1,1,1,253.1,6944
Phường 5 Quận 11,9,1,0,1,268.8,11000.4
Phường 10 Quận Tân Bình,12,1,0,1,210,16752
Phường 15 Quận 5,6,1,1,1,247.6,33221.8
Phường 1 Quận Gò Vấp,7,1,0,0,257,6276.096
Phường 11 Quận 8,6,0,0,1,332.8,15162
Phường 13 Quận 11,3,1,0,1,72,12339.36
Phường 9 Quận Phú Nhuận,9,0,0,0,336,15518.06
Phường 4 Quận 11,6,0,0,0,262.7,22670.8
Phường 5 Quận Tân Bình,20,1,1,1,337.4,9357.08
Phường 11 Quận Bình Thạnh,6,0,0,1,291.1,13412.528
Phường 9 Quận Phú Nhuận,5,0,1,1,252.7,13500
Phường 8 Quận Phú Nhuận,4,1,1,0,202.1,10829.08
Phường 8 Quận Phú Nhuận,3,0,0,0,211.2,11972.4
Phường 10 Quận Phú Nhuận,6,0,0,0,207.3,14803.968
Phường 4 Quận Phú Nhuận,4,0,0,0,131,9794.8
Phường 5 Quận Tân Bình,4,1,1,1,258.6,13299.2
Phường 6 Quận Bình Thạnh,6,0,0,1,191.8,8384.32
Phường 7 Quận Bình Thạnh,4,1,0,1,250,11176
Phường 15 Quận 10,6,0,0,0,248.4,22496
Phường 7 Quận Phú Nhuận,7,0,0,0,262.2,14798.42
Phường Tân Thuận Tây Quận 7,7,1,0,1,264,6297.6
Phường Tân Thuận Tây Quận 7,7,1,1,1,289,13824
Phường Tân Thuận Tây Quận 7,4,1,1,1,189.9,10500
Phường 7 Quận Phú Nhuận,6,0,0,0,224,18700.8
Phường 12 Quận 10,5,0,0,0,210.1,15999.2
Phường 12 Quận 10,15,1,1,1,346.2,28703.88
Phường 14 Quận 3,4,0,0,0,294.6,15648.4
Phường Tân Kiểng Quận 7,9,1,0,1,372.2,14630.6
Phường Tân Hưng Quận 7,10,0,0,0,300,6463.6
Phường Tân Hưng Quận 7,9,1,1,1,190,6927.2
Phường 1 Quận 5,8,0,0,0,288.9,33792.12
Phường 9 Quận 3,4,0,0,0,275,23140.4
Phường 3 Quận 3,5,1,0,1,235.3,23121.44
Phường 4 Quận 4,4,1,0,1,145.6,13389.6
Phường Hòa Thạnh Quận Tân Phú,10,1,0,1,462.4,12067.5296
Phường 11 Quận Gò Vấp,6,0,0,0,291.9,9741.75048
Phường Thới An Quận 12,4,1,0,1,342.2,7186.235
Phường 11 Quận 6,7,0,0,0,265.2,10202.85
Phường 11 Quận 6,7,1,1,1,265.2,11496.87
Phường 7 Quận Phú Nhuận,2,1,1,1,211,14996.0565
Phường 12 Quận Gò Vấp,5,1,0,1,252.4,6922.50636
Phường 1 Quận 4,5,0,0,1,238.6,27775.14824
Phường Phước Bình Quận 9,6,1,0,1,196,8611.2936
Phường 15 Quận Tân Bình,4,1,0,1,389.3,12346.2144
Phường 14 Quận 6,4,0,0,0,218.8,5482.2768
Phường 14 Quận Tân Bình,5,1,1,1,233.7,11886.225
Phường 9 Quận 11,4,0,0,0,301.1,9584.406
Phường 3 Quận Gò Vấp,4,1,1,1,298.1,14552.6472
Phường 8 Quận 11,6,1,0,1,160.8,12948.975
Phường 1 Quận Gò Vấp,4,1,0,0,250,15004.8288
Phường 15 Quận 5,10,1,1,1,216.9,8968.245
Phường 13 Quận 10,5,0,0,0,160,10592.166
Phường Đa Kao Quận 1,3,0,0,0,366.1,34064.94
Phường 4 Quận 4,6,1,0,1,276.6,13409.76
Phường 4 Quận 4,3,0,0,1,129.1,5377.7576
Phường 4 Quận 11,5,1,0,1,128,8843.604
Phường 1 Quận Gò Vấp,6,1,0,1,197.6,8648.64
Phường 6 Quận Gò Vấp,3,1,0,1,225.1,8209.605
Phường 15 Quận Tân Bình,4,0,0,0,204.2,11715.76428
Phường 16 Quận 4,5,1,0,1,218,8649.081
Phường 3 Quận 11,7,1,0,1,188.2,7904
Phường 2 Quận Tân Bình,6,1,1,1,243.1,15997.544
Phường 11 Quận Bình Thạnh,4,1,0,1,77.3,13908
Phường 11 Quận 5,5,0,0,0,178.9,19280.44
Phường 15 Quận 10,4,0,0,0,241.6,20544.32
Phường 4 Quận 10,4,0,0,0,124.3,9701.4
Phường Nguyễn Cư Trinh Quận 1,6,0,0,0,386,21181.01
Phường 1 Quận 6,7,0,0,0,282.7,16605.73125
Phường 25 Quận Bình Thạnh,4,0,0,1,239.2,16206.3375
Phường 12 Quận 3,11,0,0,0,264.1,10966.425
Phường 14 Quận 3,7,1,0,1,200.7,7644.66
Phường 15 Quận Tân Bình,3,1,0,1,167,7010.46918
Phường 8 Quận 8,6,0,0,0,352,14216.2377
Phường 16 Quận Gò Vấp,4,1,0,1,187.2,5791.9726
Phường 6 Quận 6,4,0,0,1,232.2,15994.545
Phường 5 Quận 11,9,1,1,1,234.2,8883.589
Phường 5 Quận Tân Bình,5,1,0,1,227.2,10848.585
Phường 4 Quận Phú Nhuận,6,0,0,0,209.6,14406.912
Phường 14 Quận Phú Nhuận,9,0,0,0,199,15414.126
Phường 14 Quận 10,7,0,0,0,230.1,10009.98
Phường12 Quận Phú Nhuận,4,0,1,1,298.9,23502.141
Phường Đa Kao Quận 1,10,1,0,1,250,14486.7765
Phường 4 Quận 3,3,0,0,0,117.2,6447.4535
Phường 3 Quận 6,8,1,1,1,159.2,11498.6238
Phường 10 Quận 8,6,1,0,1,172.7,5649.70776
Phường 13 Quận 3,9,1,1,1,325.2,13375.97508
Phường Phú Trung Quận Tân Phú,6,1,0,1,249.3,6879.938
Phường 16 Quận 11,6,0,0,0,370.3,10200.96
Phường 3 Quận Tân Bình,8,1,0,1,210.8,9853.2
Phường 6 Quận 10,7,0,0,0,233,16717.68
Phường 1 Quận 10,6,0,0,0,205.5,14247.792
Phường Nguyễn Cư Trinh Quận 1,3,1,1,1,76.2,13182.6
Phường 13 Quận Tân Bình,3,0,0,0,192.8,8994.4575
Phường 13 Quận 4,4,1,1,1,207.1,16056.84528
Phường 7 Quận Gò Vấp,7,1,0,1,178.7,4421.5368
Phường 18 Quận 4,3,1,0,1,290.1,14927.77728
Phường 2 Quận 11,10,1,0,1,303.8,17985.135
Phường 11 Quận Bình Thạnh,8,0,0,1,217,6271.02
Phường 9 Quận Phú Nhuận,8,0,0,0,199.4,11858.28
Phường 9 Quận Phú Nhuận,14,1,1,1,310.7,15730.3685
