number_of_bedroom,access_to_school,access_to_hospital,access_to_market,total_sqft,loc_lat,loc_long
6,1,1,1,208.4,10.7512949,106.6637264
4,0,0,1,152.1,10.8012428,106.7109826
5,1,0,1,250.7,10.8373485,106.6362851
5,1,0,0,236.8,10.8462718,106.6603649
3,0,0,0,62.1,10.7966991,106.6937418
6,0,0,0,210.8,10.8473418,106.6416019
5,1,0,1,220,10.8135216,106.7754223
5,1,1,1,315.6,10.7639014,106.6182036
4,1,0,1,171.5,10.8364962,106.658359
2,1,0,1,458.1,10.7917339,106.6276121
13,1,0,1,290.9,10.8267648,106.6798309
5,1,0,1,255.9,10.7751759,106.6483593
3,0,0,0,193.2,10.8001182,106.6770417
4,0,1,1,280,10.7976093,106.6754549
3,1,1,1,231.4,10.7542331,106.6769822
5,1,0,1,233.1,10.789223,106.687452
13,0,0,1,496.8,10.8996725,106.5768107
3,0,0,0,254.8,10.7784102,106.6613981
10,1,1,1,336.5,10.7883388,106.6466519
6,1,0,1,396.8,10.7752303,106.6458841
5,1,1,1,203.2,10.7895656,106.6786342
6,1,0,1,319.7,10.7802119,106.6357701
4,1,0,1,207.9,10.8603511,106.6675572
3,1,0,1,199,10.8670523,106.6425376
12,1,0,1,353.5,10.8128209,106.6240969
4,1,0,1,196.7,10.8424098,106.6622345
16,1,0,1,281.4,10.7471643,106.6253266
5,1,0,1,306.6,10.8448906,106.6784157
3,0,0,0,156.3,10.834556,106.6644038
4,0,0,1,317,10.745546,106.6502265
5,1,0,1,230.3,10.7752404,106.6476646
6,0,0,0,375.9,10.7663911,106.6592173
2,0,0,1,88,10.8070099,106.698952
3,1,0,1,242.6,10.8012551,106.7014746
6,1,0,1,315,10.7492033,106.7101568
3,1,1,1,126.5,10.7883712,106.6955625
9,0,0,0,247.5,10.7922604,106.6791477
5,1,0,1,128,10.7931992,106.6911694
4,1,0,1,36.8,10.8790268,106.6376653
5,1,1,1,207.8,10.7686813,106.6481404
3,0,0,1,189,10.8424519,106.6795227
4,1,1,1,290.5,10.7900793,106.6524429
6,1,0,1,261.5,10.8008215,106.6891843
6,1,1,1,416.9,10.776182,106.6109757
5,1,0,1,187.8,10.8379313,106.6523565
3,0,0,1,86.1,10.7966991,106.6937418
4,1,0,1,219.5,10.7129189,106.6224876
11,1,0,1,298,10.7261887,106.6201799
4,1,1,1,236.1,10.8393253,106.6549729
9,1,0,1,262.4,10.8790268,106.6376653
8,1,0,1,244.4,10.8305097,106.611896
6,1,0,1,268.4,10.7261887,106.6201799
4,1,1,1,251,10.8284404,106.6392641
8,0,0,0,247.3,10.795558,106.7119172
5,1,0,1,208.3,10.8498707,106.6428655
6,1,0,1,242,10.8430374,106.6371653
5,1,0,0,253.9,10.8493756,106.6648591
4,0,0,0,192,10.842117,106.6598368
15,1,0,1,413.8,10.773932,106.6296282
4,1,1,1,184.4,10.8226675,106.6932056
4,1,0,1,237,10.8755144,106.6362271
5,1,0,1,265.4,10.8755144,106.6362271
3,1,0,1,266,10.8755144,106.6362271
4,0,0,0,264.6,10.8755144,106.6362271
4,1,0,1,252.3,10.8755144,106.6362271
4,1,1,1,247.2,10.804234,106.5878885
4,1,0,1,209.2,10.8771786,106.6536109
6,1,0,1,202.8,10.872203,106.6521511
4,1,0,1,205.8,10.872203,106.6521511
5,1,0,1,202.8,10.872203,106.6521511
4,1,0,1,210.3,10.872203,106.6521511
6,0,0,0,228.1,10.7597838,106.5949854
5,0,0,0,255.8,10.8469185,106.6359936
3,1,0,1,228.6,10.8473418,106.6416019
8,0,0,0,246,10.8430374,106.6371653
8,1,0,1,246,10.8430374,106.6371653
5,1,0,0,207.4,10.8430374,106.6371653
6,1,0,1,234.3,10.8430374,106.6371653
5,1,1,1,259.5,10.8430374,106.6371653
4,0,0,0,234.3,10.8430374,106.6371653
4,1,0,1,221.6,10.8430374,106.6371653
4,1,0,1,205.5,10.8603511,106.6675572
5,1,0,1,241.6,10.8635659,106.7083973
37,1,1,1,606.9,10.7911173,106.6084168
4,1,0,1,241.3,10.7781064,106.6071562
6,1,0,1,287.4,10.8373485,106.6362851
5,1,0,1,275.6,10.8426119,106.6426925
6,1,1,1,235,10.7579031,106.6091837
4,1,1,1,234.7,10.7722559,106.6100276
6,1,1,1,246.6,10.776182,106.6109757
4,1,0,1,245.5,10.845985,106.6527855
5,1,0,1,205.5,10.845985,106.6527855
10,1,1,1,311.9,10.845985,106.6527855
4,1,1,1,255.3,10.8000185,106.6158852
4,0,0,0,281.3,10.8267929,106.6313551
4,1,0,1,175.1,10.8351122,106.6396031
6,1,0,1,250.3,10.8351122,106.6396031
6,0,0,0,241.1,10.8453959,106.653507
6,0,0,0,241.1,10.8453959,106.653507
4,0,0,0,186.1,10.8240696,106.6318269
4,0,0,0,233,10.8303029,106.6375345
4,1,1,1,269.3,10.7757553,106.6140471
15,1,0,1,373.6,10.7757553,106.6140471
4,1,0,1,181.4,10.8410073,106.6507062
4,1,0,1,219.8,10.7372638,106.6218079
4,1,0,1,219.8,10.7372638,106.6218079
10,1,0,1,373.6,10.8434481,106.6571162
4,1,0,1,284,10.8425506,106.6556309
3,1,0,1,220.6,10.8019648,106.6214131
6,1,0,1,282.5,10.8247319,106.635006
4,1,0,1,194.7,10.8216276,106.6339246
4,1,0,1,195.8,10.8216276,106.6339246
5,1,1,1,251.8,10.8474826,106.6689658
5,1,0,1,256,10.8183476,106.6328307
5,1,0,1,180.9,10.8489663,106.7206215
4,1,0,1,191,10.8457875,106.667346
4,1,0,1,185.8,10.7884519,106.6210243
4,1,0,1,199.3,10.8443745,106.6732968
4,1,0,1,187.8,10.8364962,106.658359
4,1,1,1,174.5,10.8364962,106.658359
4,0,1,1,218.5,10.8448906,106.6784157
4,1,0,0,249.2,10.8448906,106.6784157
20,1,0,1,78,10.8448906,106.6784157
4,1,0,1,208.8,10.8448906,106.6784157
5,0,0,0,252,10.7414446,106.6302268
3,0,0,0,237,10.7844544,106.6266979
5,1,1,1,450,10.7453105,106.6303626
5,1,1,1,450,10.7453105,106.6303626
11,1,0,1,326.3,10.7453105,106.6303626
3,1,0,1,148.2,10.7718915,106.6271504
17,1,0,1,316.5,10.7740616,106.6277285
6,1,0,0,388.4,10.7740616,106.6277285
3,1,0,1,210.7,10.7638941,106.6317066
6,1,0,1,240,10.835689,106.6812423
4,0,0,1,258.2,10.835689,106.6812423
5,0,0,0,217.9,10.8348805,106.6873587
9,1,0,1,286,10.8300283,106.7220192
6,1,0,1,209.3,10.8308859,106.6874859
3,1,0,1,232.6,10.8308859,106.6874859
6,1,0,1,270.6,10.8308859,106.6874859
3,0,0,0,321.4,10.8308859,106.6874859
8,1,0,1,350,10.8308859,106.6874859
8,1,0,1,353.9,10.8308859,106.6874859
6,0,0,0,223,10.796826,106.649493
8,0,0,0,448.4,10.7251178,106.7282506
5,1,0,1,260.9,10.7644389,106.6451202
5,1,1,1,253.1,10.7854297,106.6469122
9,1,0,1,268.8,10.7745444,106.6479139
12,1,0,1,210,10.7779259,106.6486151
6,1,1,1,247.6,10.7577559,106.6513114
7,1,0,0,257,10.81711,106.6879179
6,0,0,1,332.8,10.7465886,106.660599
3,1,0,1,72,10.7622758,106.6556704
9,0,0,0,336,10.806668,106.6749304
6,0,0,0,262.7,10.7577824,106.6584223
20,1,1,1,337.4,10.7902705,106.6614385
6,0,0,1,291.1,10.8123441,106.6930962
5,0,1,1,252.7,10.8058889,106.6784338
4,1,1,0,202.1,10.7998363,106.6714487
3,0,0,0,211.2,10.7998363,106.6714487
6,0,0,0,207.3,10.7985035,106.6707041
4,0,0,0,131,10.8049553,106.6800468
4,1,1,1,258.6,10.7871829,106.6641052
6,0,0,1,191.8,10.8067604,106.6877205
4,1,0,1,250,10.8073614,106.6922178
6,0,0,0,248.4,10.7780926,106.6658339
7,0,0,0,262.2,10.8015277,106.6894466
7,1,0,1,264,10.7518495,106.7210763
7,1,1,1,289,10.7518495,106.7210763
4,1,1,1,189.9,10.7478668,106.7168362
6,0,0,0,224,10.7986447,106.6888135
5,0,0,0,210.1,10.7697702,106.6710433
15,1,1,1,346.2,10.7706162,106.6711805
4,0,0,0,294.6,10.7895656,106.6786342
9,1,0,1,372.2,10.7470104,106.7086521
10,0,0,0,300,10.7460744,106.6963946
9,1,1,1,190,10.7460744,106.6963946
8,0,0,0,288.9,10.7559646,106.683725
4,0,0,0,275,10.7816101,106.6802073
5,1,0,1,235.3,10.7701933,106.6790566
4,1,0,1,145.6,10.7569597,106.7042782
10,1,0,1,462.4,10.7696869,106.6355541
6,0,0,0,291.9,10.8362242,106.6647039
4,1,0,1,342.2,10.8703446,106.6532683
7,0,0,0,265.2,10.7457233,106.6338556
7,1,1,1,265.2,10.7457233,106.6338556
2,1,1,1,211,10.7984524,106.6913596
5,1,0,1,252.4,10.8376694,106.6406771
5,0,0,1,238.6,10.7552535,106.6894877
6,1,0,1,196,10.8157784,106.7743933
4,1,0,1,389.3,10.8303029,106.6375345
4,0,0,0,218.8,10.7564887,106.6363871
5,1,1,1,233.7,10.7937506,106.6423885
4,0,0,0,301.1,10.7627549,106.6461392
4,1,1,1,298.1,10.8165032,106.6777987
6,1,0,1,160.8,10.760732,106.6510762
4,1,0,0,250,10.81711,106.6879179
10,1,1,1,216.9,10.7555748,106.6571614
5,0,0,0,160,10.7779746,106.6813139
3,0,0,0,366.1,10.7884755,106.698318
6,1,0,1,276.6,10.7566944,106.7032282
3,0,0,1,129.1,10.7568317,106.7005952
5,1,0,1,128,10.7579284,106.6567398
6,1,0,1,197.6,10.8119196,106.6837959
3,1,0,1,225.1,10.835689,106.6812423
4,0,0,0,204.2,10.8267929,106.6313551
5,1,0,1,218,10.7654424,106.7012686
7,1,0,1,188.2,10.7633322,106.6415234
6,1,1,1,243.1,10.7956075,106.6628769
4,1,0,1,77.3,10.8123441,106.6930962
5,0,0,0,178.9,10.7543631,106.6614103
4,0,0,0,241.6,10.782445,106.667204
4,0,0,0,124.3,10.7638718,106.6680313
6,0,0,0,386,10.758804,106.6871588
7,0,0,0,282.7,10.7445579,106.6484995
4,0,0,1,239.2,10.802271,106.7193849
11,0,0,0,264.1,10.7893937,106.6750618
7,1,0,1,200.7,10.7895656,106.6786342
3,1,0,1,167,10.8292714,106.6415899
6,0,0,0,352,10.7483784,106.6757928
4,1,0,1,187.2,10.8493756,106.6648591
4,0,0,1,232.2,10.7446686,106.6488494
9,1,1,1,234.2,10.7745444,106.6479139
5,1,0,1,227.2,10.7904337,106.6623709
6,0,0,0,209.6,10.805877,106.6815741
9,0,0,0,199,10.8001182,106.6770417
7,0,0,0,230.1,10.7672231,106.6632752
4,0,1,1,298.9,10.79513,106.676219
10,1,0,1,250,10.7912371,106.7022238
3,0,0,0,117.2,10.7742545,106.6860921
8,1,1,1,159.2,10.7414555,106.6457889
6,1,0,1,172.7,10.7421734,106.6559274
9,1,1,1,325.2,10.7893937,106.6750618
6,1,0,1,249.3,10.7752303,106.6458841
6,0,0,0,370.3,10.7568812,106.6537092
8,1,0,1,210.8,10.7902705,106.6614385
7,0,0,0,233,10.7654706,106.6629332
6,0,0,0,205.5,10.7641625,106.6757687
3,1,1,1,76.2,10.76241315,106.6866365
3,0,0,0,192.8,10.8012812,106.6419371
4,1,1,1,207.1,10.7645052,106.7072111
7,1,0,1,178.7,10.8277865,106.6819516
3,1,0,1,290.1,10.759876,106.7129242
10,1,0,1,303.8,10.7587438,106.6438937
8,0,0,1,217,10.8160766,106.693555
8,0,0,0,199.4,10.809362,106.6764818
14,1,1,1,310.7,10.8058889,106.6784338
6,0,0,0,145,10.805877,106.6815741
4,0,0,0,155.9,10.7654706,106.6629332
6,0,0,0,241.9,10.767955,106.666941
7,0,0,0,193.2,10.7834318,106.6711445
5,0,0,0,198.8,10.7652731,106.6769625
7,0,0,0,198,10.7652731,106.6769625
7,1,1,1,130.2,10.7575485,106.6836019
6,1,0,1,211.4,10.7579935,106.7018608
5,0,0,0,187.9,10.7719416,106.6697907
8,0,0,1,174,10.8060217,106.7094801
4,1,1,1,184.6,10.7638435,106.6679202
6,0,0,0,297.3,10.749055,106.6389559
4,1,0,1,216.6,10.8005102,106.6462677
11,1,1,1,381.9,10.8019463,106.6479668
7,0,0,0,166.2,10.7580481,106.6490855
5,0,0,0,176.1,10.796862,106.6627266
6,0,0,0,199.4,10.809362,106.6764818
3,0,0,0,95,10.7780926,106.6658339
6,0,0,0,197.2,10.8008215,106.6891843
4,0,0,0,63.7,10.7612965,106.6795837
8,0,0,0,157.3,10.7780926,106.6658339
15,1,0,1,231,10.7893937,106.6750618
3,1,1,1,206.2,10.7714939,106.677566
4,0,0,1,135,10.7999062,106.693992
5,1,1,1,150.8,10.7998363,106.6714487
10,1,1,1,188.5,10.7546238,106.6841626
4,1,0,1,112.9,10.7386505,106.6592047
7,1,1,1,185.1,10.785422,106.6821246
6,1,1,1,280,10.7627549,106.6461392
4,1,1,1,122.9,10.7692528,106.6518268
6,1,0,1,170.4,10.7742545,106.6860921
6,0,0,1,192.2,10.7406077,106.6393087
4,0,0,0,100.7,10.7704449,106.6747783
3,1,0,1,107.1,10.7530805,106.7019667
7,1,0,0,156.4,10.7447169,106.6608348
7,1,0,1,243.2,10.745609,106.664118
7,1,1,1,199.1,10.7510866,106.6650465
3,0,0,0,150,10.7656931,106.6676254
3,0,0,0,138.2,10.789223,106.687452
9,1,1,1,64.2,10.7642808,106.670165
8,0,0,0,195.1,10.7453745,106.6822786
5,1,0,1,143.8,10.7578668,106.6354362
6,1,1,1,244.9,10.7686813,106.6481404
4,1,0,1,81.2,10.7498939,106.6331233
5,1,1,1,238.2,10.7439505,106.6164211
3,1,0,1,40.6,10.7587438,106.6438937
3,1,0,1,134.3,10.7540747,106.6483504
5,0,0,1,230,10.8160766,106.693555
3,1,0,1,84.6,10.7598479,106.6574752
4,1,0,1,198.5,10.794846,106.6671096
6,0,0,0,225,10.8001182,106.6770417
3,0,0,0,75.3,10.8025582,106.68183
3,0,0,0,80,10.78125455,106.6652255
4,0,0,0,121.3,10.7666817,106.6656536
9,0,1,1,78.1,10.8015277,106.6894466
3,0,0,0,120,10.7638718,106.6680313
10,0,0,0,251,10.7959341,106.6791511
3,1,1,1,82.4,10.7460744,106.6963946
4,1,1,1,83.3,10.7696993,106.6817918
2,1,1,1,58,10.7657376,106.6907525
4,1,0,1,110,10.7498939,106.6331233
3,1,0,1,78,10.7498939,106.6331233
3,0,0,0,55,10.7614694,106.666734
4,0,0,0,106.4,10.7501032,106.6464478
3,1,1,1,282.6,10.7711818,106.6855283
6,0,1,1,154.7,10.7973984,106.6876578
5,1,1,1,133.8,10.8489663,106.7206215
2,0,0,0,68.9,10.7671042,106.6764627
3,1,1,1,109.2,10.7742545,106.6860921
7,0,0,0,173,10.7643594,106.6797782
3,1,0,1,76.8,10.7641902,106.6953627
2,0,0,1,29.6,10.749055,106.6389559
3,1,0,1,18.7,10.7410894,106.6573748
3,1,1,1,47.4,10.7696993,106.6817918
4,1,0,1,230,10.8160766,106.693555
8,1,1,1,833.6,10.7693455,106.6782709
11,1,0,1,937.7,10.7818775,106.7587303
5,1,0,1,318.5,10.7439266,106.6140556
4,0,1,1,907.9,10.7985035,106.6707041
7,1,0,1,720,10.8510277,106.6344961
3,1,0,1,223.3,10.7914612,106.745545
5,1,1,1,263.2,10.8080953,106.7304745
6,1,1,1,1421.5,10.7086888,106.7342406
5,1,0,1,236.8,10.7649009,106.623566
33,1,0,1,1277.9,10.8185095,106.6989478
32,0,0,0,804.6,10.8025582,106.68183
11,0,0,0,111.8,10.7784102,106.6613981
5,1,0,1,153.1,10.794846,106.6671096
20,1,0,0,461.3,10.7740616,106.6277285
11,0,0,0,104.1,10.7794391,106.6623229
8,1,0,1,547.7,10.7990174,106.6638649
6,0,0,0,595,10.775651,106.6704864
6,1,0,1,625.9,10.7471643,106.6253266
7,0,0,0,239.1,10.7859421,106.702799
5,1,1,1,641.5,10.8758675,106.5999035
20,0,0,1,673.4,10.8087342,106.7851296
3,1,1,1,27.7,10.7570739,106.6488205
6,0,0,1,342,10.8424098,106.6622345
4,1,0,1,258.5,10.8774266,106.6001655
9,1,0,1,343,10.8811994,106.5891292
4,1,1,1,275.7,10.7200389,106.7001786
10,1,1,1,500.1,10.74140345,106.7228795
15,1,1,1,430.9,10.8964501,106.5777418
6,1,0,1,206.5,10.8776434,106.642224
6,0,0,1,322,10.8360269,106.7829133
36,1,0,1,624,10.7523505,106.5993039
4,1,0,1,379.6,10.8246421,106.7759877
7,1,0,1,687,10.8214453,106.6237886
9,1,0,1,477.5,10.8019648,106.6214131
10,1,0,1,714,10.7407333,106.6242707
6,1,0,1,297,10.8300283,106.7220192
5,0,0,0,698,10.7517747,106.6409703
4,1,0,1,180,10.7273225,106.7059504
4,0,0,0,93.9,10.7656931,106.6676254
8,1,0,1,302.2,10.849895,106.6168641
8,1,1,1,468.8,10.845424,106.7664221
9,0,0,0,285.7,10.7944443,106.6810715
10,0,0,0,188.2,10.7686682,106.6713072
3,1,1,1,104.6,10.7728665,106.6943
15,1,0,1,195.2,10.7814372,106.6535674
12,0,0,1,269.1,10.8188172,106.7045884
4,1,1,1,273.8,10.7806685,106.7603746
4,0,0,0,111.5,10.7784102,106.6613981
6,1,1,1,354.4,10.7728665,106.6943
6,1,1,1,320.6,10.7927673,106.5763498
4,1,1,1,186.6,10.7614082,106.6242819
5,1,0,1,473,10.8001856,106.600618
6,1,0,1,240,10.8126728,106.7096212
3,1,0,1,319.3,10.79513,106.676219
28,1,1,1,487.4,10.8455096,106.7870575
5,1,0,1,318.8,10.7788164,106.6546786
10,1,0,1,299.3,10.789428,106.6264746
30,1,0,1,228.4,10.7033479,106.6556901
12,1,0,1,400,10.7042447,106.729607
15,1,1,1,684,10.7554716,106.6061042
8,1,1,1,368.2,10.776182,106.6109757
8,0,0,0,627.9,10.7457233,106.6338556
3,0,0,0,158.8,10.7446686,106.6488494
8,1,0,1,305,10.8595665,106.6921006
60,1,0,1,991.4,10.7597838,106.5949854
10,1,0,1,355,10.7849226,106.6621069
5,1,1,1,103,10.755047,106.6294483
4,1,0,0,172.2,10.8443745,106.6732968
12,1,0,1,422.8,10.8839417,106.6087461
5,1,0,1,220,10.8810356,106.7706391
6,0,0,0,400,10.8108773,106.8211894
9,0,0,1,369.7,10.8467617,106.7784041
5,1,1,1,249.4,10.7978669,106.5972855
4,1,0,1,326.8,10.7553868,106.5964843
4,1,1,1,207.7,10.8282636,106.6202489
21,1,0,1,439.8,10.7841173,106.6058628
12,0,0,0,244.8,10.7267991,106.617634
40,1,0,1,767.2,10.8422661,106.7570208
6,1,1,1,465.3,10.8123389,106.7699211
2,1,0,1,344.9,10.7391281,106.6274962
4,1,0,1,339.2,10.8459405,106.6757878
6,0,0,0,332.2,10.7471643,106.6253266
2,1,0,1,442.8,10.8431762,106.67465
8,1,0,1,500.4,10.7502026,106.6278599
15,1,1,1,231.8,10.755047,106.6294483
6,1,0,1,293,10.8300283,106.7220192
4,1,0,1,471.5,10.7956035,106.6408274
4,1,1,1,471.5,10.7956035,106.6408274
5,1,0,1,371.1,10.8258485,106.6912801
3,1,0,1,414.1,10.745546,106.6502265
3,1,0,1,401,10.7752303,106.6458841
10,1,0,1,369.8,10.7652845,106.6464
6,1,0,0,276.6,10.8080953,106.7304745
6,1,1,1,498.8,10.740652,106.7324604
4,1,0,1,402.6,10.7419719,106.7329474
5,1,1,1,472.9,10.7446721,106.7340026
5,1,1,1,254.9,10.7375662,106.6769951
7,0,0,0,394.9,10.7985035,106.6707041
11,1,0,1,211.7,10.8078219,106.7034522
6,0,0,0,310.3,10.8015277,106.6894466
7,1,1,1,320,10.7711818,106.6855283
3,0,0,0,120,10.7742545,106.6860921
6,1,0,1,257.6,10.7578069,106.7008575
3,1,0,1,176.9,10.8012812,106.6419371
9,1,1,1,262.3,10.7818775,106.7587303
23,0,0,0,373.7,10.8403492,106.5996544
4,0,0,1,208,10.7581054,106.6251065
5,0,0,0,634.3,10.7360325,106.6338508
4,1,0,1,262.4,10.7728665,106.6943
3,0,1,1,223,10.8058889,106.6784338
9,1,1,1,685.3,10.8012812,106.6419371
4,1,0,1,305.7,10.7752303,106.6458841
5,1,0,1,119.7,10.8123441,106.6930962
4,0,0,0,145.8,10.7616781,106.6541171
4,1,1,1,252,10.7480982,106.635376
5,1,0,1,203.9,10.8474826,106.6689658
4,1,0,1,159,10.805877,106.6815741
5,1,0,1,163,10.7518495,106.7210763
4,1,0,1,169.1,10.7802119,106.6357701
5,1,0,1,283.8,10.741729,106.6248464
6,1,0,1,576.8,10.7914612,106.745545
8,1,0,1,366.4,10.7863513,106.764021
12,0,0,0,306.6,10.7638123,106.6716214
9,1,0,1,234.2,10.8060852,106.6106963
23,1,0,1,717.4,10.7517747,106.6409703
6,1,0,1,266.3,10.7411656,106.6719193
6,1,0,1,421.3,10.8247935,106.6922591
5,1,0,1,254.2,10.7597792,106.6096807
8,1,0,1,132.9,10.7657376,106.6907525
4,1,0,1,301.7,10.8246421,106.7759877
6,0,0,0,408,10.7728492,106.7919967
4,1,1,1,301.8,10.8161158,106.7794568
4,1,1,1,359,10.7693247,106.7892351
5,1,0,1,489.7,10.7691633,106.7860907
6,1,1,1,397.8,10.7691633,106.7860907
2,0,0,0,350,10.7691633,106.7860907
5,1,0,1,187.5,10.7691633,106.7860907
4,1,1,1,295,10.7691633,106.7860907
4,1,0,1,280,10.7691633,106.7860907
4,1,0,0,280,10.842117,106.6598368
3,1,0,1,270.6,10.8364962,106.658359
4,1,0,1,357,10.7767035,106.7730492
3,0,0,0,350,10.7922486,106.7539613
4,1,0,1,385,10.7914612,106.745545
5,0,0,0,350,10.7906825,106.7378318
4,0,0,0,148.5,10.8122091,106.6994073
15,0,0,0,522.4,10.7555451,106.7315052
6,1,1,1,189,10.8073614,106.6922178
6,1,1,1,279.5,10.7411353,106.715851
4,0,0,1,208.1,10.8057596,106.7036345
3,0,0,0,232,10.78125455,106.6652255
15,0,0,1,327.9,10.7719416,106.6697907
4,1,0,1,238.9,10.8542112,106.7626813
4,0,0,0,103.6,10.7638435,106.6679202
6,0,0,0,108.7,10.7614694,106.666734
45,1,0,1,610.9,10.8308859,106.6874859
3,0,0,1,106,10.7578459,106.6865294
6,0,0,1,273.5,10.8108065,106.6868872
11,0,0,0,202.9,10.7866342,106.6687009
3,0,0,0,112.8,10.7618587,106.6684287
10,0,0,0,266,10.8008215,106.6891843
6,1,1,1,230.3,10.8073614,106.6922178
8,0,0,1,220.3,10.8073614,106.6922178
4,1,1,1,282,10.7631632,106.7655988
15,0,0,0,723.8,10.7999062,106.693992
30,1,1,1,421.4,10.7615882,106.6222404
4,1,1,1,204.6,10.8039222,106.6416928
5,0,0,0,266,10.8260016,106.6798526
4,1,0,1,233.4,10.8269204,106.6863424
6,1,0,1,292,10.7834318,106.6711445
6,1,1,1,101,10.7834318,106.6711445
5,1,0,1,439.7,10.8057596,106.7036345
10,1,0,1,274.5,10.8617766,106.6709533
4,1,0,1,250,10.7917144,106.7978593
4,1,0,1,279,10.7422507,106.634188
4,1,0,1,322.7,10.744234,106.6456582
4,1,0,1,198.8,10.8798889,106.7296814
6,1,0,1,316.2,10.7918629,106.6761598
5,1,0,1,448.9,10.779915,106.7674407
7,1,0,1,418.3,10.8436916,106.7867917
8,1,1,1,292.6,10.7578329,106.6070964
6,1,0,1,287.7,10.7496481,106.6423525
7,0,0,0,293.7,10.8058384,106.6800235
5,1,0,0,168,10.835689,106.6812423
6,1,0,1,146.5,10.7895656,106.6786342
9,1,0,1,394.2,10.8251882,106.7647327
3,0,0,0,153.6,10.8185095,106.6989478
5,1,0,1,113.7,10.794846,106.6671096
3,1,0,1,198.3,10.7991512,106.6343958
6,0,0,0,99.6,10.7480982,106.635376
9,1,0,1,276.9,10.8308859,106.6874859
3,0,0,1,40.6,10.8012428,106.7109826
4,1,1,1,238.1,10.8232913,106.5999038
2,1,1,1,77.6,10.7530805,106.7019667
3,0,0,0,121.1,10.7447169,106.6608348
5,1,0,1,210.3,10.7796321,106.6471816
4,0,0,1,197.6,10.8174408,106.7197323
6,1,0,1,231.4,10.7422507,106.634188
4,0,0,1,132.2,10.737073,106.6263651
4,0,1,1,180,10.7999559,106.6710835
5,1,0,1,156.1,10.8376694,106.6406771
6,0,0,1,376.2,10.8251078,106.7040422
14,1,1,1,290,10.7688283,106.6987969
4,1,0,1,338.1,10.7579431,106.6997472
3,1,1,1,156,10.8080953,106.7304745
3,1,0,1,195.4,10.8630869,106.7756773
5,1,0,1,215.8,10.7744382,106.5864394
9,1,0,1,290.2,10.8544446,106.6252083
6,1,1,1,343.6,10.7590165,106.5890926
28,1,1,1,369.1,10.7617971,106.5896049
3,1,0,1,191.3,10.7917144,106.7978593
4,0,0,0,339.6,10.8246421,106.7759877
13,1,1,1,345.5,10.7512779,106.6087796
4,0,0,0,249.8,10.7487943,106.6128617
6,1,0,1,276,10.8435958,106.6493725
5,0,0,0,82.8,10.7035025,106.6453819
8,1,1,1,473.6,10.7763104,106.769184
4,1,1,1,312.5,10.787593,106.7650907
9,1,0,1,508.3,10.7689802,106.630093
12,1,0,1,308.6,10.7631632,106.7655988
12,1,1,1,636,10.835689,106.6812423
4,1,0,1,370.4,10.7798471,106.6380791
6,1,0,1,508,10.8308859,106.6874859
15,1,1,1,732,10.7284842,106.7390051
5,1,0,1,311.8,10.7580481,106.6490855
5,0,0,0,311.8,10.7580481,106.6490855
3,0,0,1,157,10.8174408,106.7197323
4,1,0,1,209.6,10.8101652,106.7271383
3,0,0,1,288,10.8126728,106.7096212
20,0,0,0,303.8,10.8049376,106.7182472
4,0,0,0,242.8,10.7437828,106.6744787
5,0,0,0,146.4,10.8025582,106.68183
8,1,1,1,301.7,10.7525359,106.7265945
2,0,0,0,63.3,10.8015277,106.6894466
4,1,1,1,116.3,10.7932029,106.6902032
6,0,0,0,177.3,10.7932029,106.6902032
5,0,0,0,229.8,10.785422,106.6821246
4,0,0,0,102.7,10.7733613,106.6786777
4,1,1,1,275.3,10.7575754,106.616998
3,1,0,1,85.9,10.764065,106.6662397
5,1,1,1,292,10.8691221,106.6459661
3,1,0,1,396.2,10.7579431,106.6997472
3,1,0,1,145.1,10.885599,106.6689676
4,1,0,1,233,10.7779746,106.6813139
21,1,0,1,367.7,10.829512,106.5790803
4,1,0,1,144,10.885599,106.6689676
3,0,0,0,302.5,10.8208886,106.8315162
5,1,0,1,205.8,10.8060217,106.7094801
6,1,0,1,69.4,10.7518495,106.7210763
4,1,1,1,252.1,10.8095584,106.6011784
19,1,0,1,740,10.8126728,106.7096212
4,0,0,0,157.3,10.885599,106.6689676
6,1,0,1,227.9,10.8790268,106.6376653
6,1,0,1,227.9,10.8790268,106.6376653
6,1,1,1,502.7,10.849895,106.6168641
3,0,0,0,230,10.78125455,106.6652255
6,0,0,0,230.4,10.78125455,106.6652255
6,0,1,1,199.5,10.7985705,106.6875652
8,1,1,1,270,10.7742545,106.6860921
5,1,0,1,400,10.8254203,106.7760182
5,1,0,1,228.1,10.8770923,106.5804707
3,1,0,1,264.4,10.8430374,106.6371653
5,1,1,1,236.3,10.8351122,106.6396031
4,1,0,1,173.9,10.794846,106.6671096
8,0,0,0,348.5,10.7733613,106.6786777
6,1,0,1,338.8,10.7367087,106.6252235
4,0,0,1,178.8,10.8447415,106.668255
4,1,0,1,413,10.8300283,106.7220192
6,1,0,1,313.6,10.7896836,106.6500711
5,0,0,0,300.5,10.8058889,106.6784338
3,1,0,1,70,10.8057383,106.6841756
7,0,0,0,247.8,10.8010395,106.6764166
3,0,0,0,37.5,10.75194,106.6725387
4,1,1,1,66,10.8489663,106.7206215
7,1,1,1,164.9,10.845424,106.7664221
4,1,0,1,159.1,10.8435958,106.6493725
